0,−1.32,0.98,0.34
0,−1.36,1.67,−0.32
0,−1.55,0.87,0.68
0,−1.23,1.4,−0.17
0,−2.41,0.71,1.7
0,−1.74,0.83,0.91
0,−0.73,1.06,−0.32
0,−3.21,0.88,2.33
0,−0.69,0.96,−0.27
0,−1.07,1.29,−0.22
0,−2.39,0.82,1.57
0,−0.58,0.81,−0.23
